PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,PD_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,QB HUR_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SACKS_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,SOLO_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TD_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TFL_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,TOT_def,AVG_rush,AVG_rush,AVG_rush,AVG_rush,AVG_rush,AVG_rush,AVG_rush,AVG_rush,AVG_rush,AVG_rush,AVG_rush,AVG_rush,AVG_rush,CAR_rush,CAR_rush,CAR_rush,CAR_rush,CAR_rush,CAR_rush,CAR_rush,CAR_rush,CAR_rush,CAR_rush,CAR_rush,CAR_rush,CAR_rush,LONG_rush,LONG_rush,LONG_rush,LONG_rush,LONG_rush,LONG_rush,LONG_rush,LONG_rush,LONG_rush,LONG_rush,LONG_rush,LONG_rush,LONG_rush,TD_rush,TD_rush,TD_rush,TD_rush,TD_rush,TD_rush,TD_rush,TD_rush,TD_rush,TD_rush,TD_rush,TD_rush,TD_rush,YDS_rush,YDS_rush,YDS_rush,YDS_rush,YDS_rush,YDS_rush,YDS_rush,YDS_rush,YDS_rush,YDS_rush,YDS_rush,YDS_rush,YDS_rush,AVG_passing,AVG_passing,AVG_passing,AVG_passing,C/ATT_passing,C/ATT_passing,C/ATT_passing,C/ATT_passing,INT_passing,INT_passing,INT_passing,INT_passing,QBR_passing,QBR_passing,QBR_passing,QBR_passing,TD_passing,TD_passing,TD_passing,TD_passing,YDS_passing,YDS_passing,YDS_passing,YDS_passing,AVG_rec,AVG_rec,AVG_rec,AVG_rec,AVG_rec,AVG_rec,AVG_rec,AVG_rec,AVG_rec,AVG_rec,AVG_rec,AVG_rec,AVG_rec,LONG_rec,LONG_rec,LONG_rec,LONG_rec,LONG_rec,LONG_rec,LONG_rec,LONG_rec,LONG_rec,LONG_rec,LONG_rec,LONG_rec,LONG_rec,REC_rec,REC_rec,REC_rec,REC_rec,REC_rec,REC_rec,REC_rec,REC_rec,REC_rec,REC_rec,REC_rec,REC_rec,REC_rec,TD_rec,TD_rec,TD_rec,TD_rec,TD_rec,TD_rec,TD_rec,TD_rec,TD_rec,TD_rec,TD_rec,TD_rec,TD_rec,YDS_rec,YDS_rec,YDS_rec,YDS_rec,YDS_rec,YDS_rec,YDS_rec,YDS_rec,YDS_rec,YDS_rec,YDS_rec,YDS_rec,YDS_rec
0_def,1_def,2_def,3_def,4_def,5_def,6_def,7_def,8_def,9_def,10_def,11_def,12_def,13_def,14_def,15_def,16_def,17_def,18_def,19_def,20_def,21_def,22_def,23_def,24_def,25_def,26_def,27_def,28_def,29_def,30_def,31_def,32_def,0_def,1_def,2_def,3_def,4_def,5_def,6_def,7_def,8_def,9_def,10_def,11_def,12_def,13_def,14_def,15_def,16_def,17_def,18_def,19_def,20_def,21_def,22_def,23_def,24_def,25_def,26_def,27_def,28_def,29_def,30_def,31_def,32_def,0_def,1_def,2_def,3_def,4_def,5_def,6_def,7_def,8_def,9_def,10_def,11_def,12_def,13_def,14_def,15_def,16_def,17_def,18_def,19_def,20_def,21_def,22_def,23_def,24_def,25_def,26_def,27_def,28_def,29_def,30_def,31_def,32_def,0_def,1_def,2_def,3_def,4_def,5_def,6_def,7_def,8_def,9_def,10_def,11_def,12_def,13_def,14_def,15_def,16_def,17_def,18_def,19_def,20_def,21_def,22_def,23_def,24_def,25_def,26_def,27_def,28_def,29_def,30_def,31_def,32_def,0_def,1_def,2_def,3_def,4_def,5_def,6_def,7_def,8_def,9_def,10_def,11_def,12_def,13_def,14_def,15_def,16_def,17_def,18_def,19_def,20_def,21_def,22_def,23_def,24_def,25_def,26_def,27_def,28_def,29_def,30_def,31_def,32_def,0_def,1_def,2_def,3_def,4_def,5_def,6_def,7_def,8_def,9_def,10_def,11_def,12_def,13_def,14_def,15_def,16_def,17_def,18_def,19_def,20_def,21_def,22_def,23_def,24_def,25_def,26_def,27_def,28_def,29_def,30_def,31_def,32_def,0_def,1_def,2_def,3_def,4_def,5_def,6_def,7_def,8_def,9_def,10_def,11_def,12_def,13_def,14_def,15_def,16_def,17_def,18_def,19_def,20_def,21_def,22_def,23_def,24_def,25_def,26_def,27_def,28_def,29_def,30_def,31_def,32_def,0_rush,1_rush,2_rush,3_rush,4_rush,5_rush,6_rush,7_rush,8_rush,9_rush,10_rush,11_rush,12_rush,0_rush,1_rush,2_rush,3_rush,4_rush,5_rush,6_rush,7_rush,8_rush,9_rush,10_rush,11_rush,12_rush,0_rush,1_rush,2_rush,3_rush,4_rush,5_rush,6_rush,7_rush,8_rush,9_rush,10_rush,11_rush,12_rush,0_rush,1_rush,2_rush,3_rush,4_rush,5_rush,6_rush,7_rush,8_rush,9_rush,10_rush,11_rush,12_rush,0_rush,1_rush,2_rush,3_rush,4_rush,5_rush,6_rush,7_rush,8_rush,9_rush,10_rush,11_rush,12_rush,0_passing,1_passing,2_passing,3_passing,0_passing,1_passing,2_passing,3_passing,0_passing,1_passing,2_passing,3_passing,0_passing,1_passing,2_passing,3_passing,0_passing,1_passing,2_passing,3_passing,0_passing,1_passing,2_passing,3_passing,0_rec,1_rec,2_rec,3_rec,4_rec,5_rec,6_rec,7_rec,8_rec,9_rec,10_rec,11_rec,12_rec,0_rec,1_rec,2_rec,3_rec,4_rec,5_rec,6_rec,7_rec,8_rec,9_rec,10_rec,11_rec,12_rec,0_rec,1_rec,2_rec,3_rec,4_rec,5_rec,6_rec,7_rec,8_rec,9_rec,10_rec,11_rec,12_rec,0_rec,1_rec,2_rec,3_rec,4_rec,5_rec,6_rec,7_rec,8_rec,9_rec,10_rec,11_rec,12_rec,0_rec,1_rec,2_rec,3_rec,4_rec,5_rec,6_rec,7_rec,8_rec,9_rec,10_rec,11_rec,12_rec
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,1,3,1,2,1,0,2,0,0,4,1,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,0,0,0,1,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,2,6,6,1,6,5,3,4,1,5,1,1,10,1,9,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,-1.0,-4.0,2.8,6.0,0,0,0,0,0,0,0,0,10,9,1,6,1,0,0,0,0,0,0,0,0,9,4,0,9,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,-9,-4,17,6,0,0,0,0,0,0,0,0,6.4,0,0,0,19/33,0,0,0,2,0,0,0,17.7,0,0,0,1,0,0,0,210,0,0,0,20.5,11.0,21.0,6.0,7.1,9.7,15.3,0,0,0,0,0,0,38,11,21,7,15,15,24,0,0,0,0,0,0,2,1,1,2,7,3,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41,11,21,12,50,29,46,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,1,1,2,1,0,3,2,2,1,0,4,1,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0.5,0,0,0.5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,4,7,1,2,3,4,1,1,5,8,2,3,1,8,2,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,26.0,3.0,2.0,2.7,2.8,-0.4,0,0,0,0,0,0,4,1,1,1,11,4,9,0,0,0,0,0,0,4,26,3,2,9,6,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,26,3,2,30,11,-4,0,0,0,0,0,0,0.0,3.5,0,0,0/2,14/27,0,0,0,0,0,0,0.0,0.0,0,0,0,1,0,0,0,95,0,0,9.0,3.0,5.0,5.0,3.0,6.7,0,0,0,0,0,0,0,23,3,6,5,3,10,0,0,0,0,0,0,0,6,1,2,1,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,54,3,10,5,3,20,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,3,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,1,0,8,1,2,0,0,3,0,3,2,4,1,2,2,2,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0.5,0,1,0,0,0,1,0,0,1.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,4,1,1,1,1,12,2,3,3,2,4,4,4,2,6,3,3,6,7,3,2,1,0,0,0,0,0,0,0,0,0,0,1.0,3.0,-1.0,0.7,1.9,0,0,0,0,0,0,0,0,1,11,1,23,11,0,0,0,0,0,0,0,0,1,12,0,25,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,33,-1,16,21,0,0,0,0,0,0,0,0,0.0,1.0,0,0,0/1,4/8,0,0,0,1,0,0,0.0,1.5,0,0,0,0,0,0,0,8,0,0,5.0,7.0,-2.0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,-4,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,1,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0,0,1,1,0,0,1,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,3,4,0,3,2,2,4,3,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,0,0,1,1.5,1,1,1,0,0,0.5,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,4,7,1,3,2,4,4,5,2,1,2,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5,4.0,-2.5,4.0,2.5,10.4,-2.3,0,0,0,0,0,0,22,1,2,7,2,11,4,0,0,0,0,0,0,29,4,0,12,4,36,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,78,4,-5,28,5,114,-9,0,0,0,0,0,0,37.0,7.2,0,0,1/1,11/25,0,0,0,2,0,0,26.4,28.8,0,0,0,1,0,0,37,181,0,0,11.5,3.0,30.5,8.3,41.5,0,0,0,0,0,0,0,0,28,3,48,10,46,0,0,0,0,0,0,0,0,4,1,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,46,3,61,25,83,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,1,1,0,0,1,0,2,4,1,0,2,1,3,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,0,0,1,1.5,0,0,0,0,0,0,0.5,1,0,0,0,0,0,0.5,0,0,0,0,0,0,0,11,2,6,3,4,1,1,3,1,4,4,4,1,6,1,5,1,1,6,5,2,1,2,1,1,2,0,0,0,0,0,0,0,2.9,2.0,6.6,2.4,13.0,0,0,0,0,0,0,0,0,13,1,10,7,1,0,0,0,0,0,0,0,0,22,2,32,6,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,38,2,66,17,13,0,0,0,0,0,0,0,0,4.7,4.0,0,0,18/27,3/5,0,0,0,0,0,0,47.9,72.1,0,0,0,0,0,0,128,20,0,0,-1.0,6.0,28.0,5.0,8.5,7.0,8.5,2.0,7.0,4.0,0,0,0,0,8,28,5,23,7,10,5,9,7,0,0,0,1,3,1,1,4,1,2,2,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,18,28,5,34,7,17,4,28,8,0,0,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,4,4,2,1,2,1,0,0,0,2,3,0,0,2,0,4,1,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1.5,0.5,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,4,2,9,6,2,3,4,1,0,2,2,5,5,1,4,2,2,4,1,4,3,1,1,1,2,0,0,0,0,0,0,-5.5,3.3,1.5,2.0,0,0,0,0,0,0,0,0,0,2,20,8,5,0,0,0,0,0,0,0,0,0,0,10,4,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-11,67,12,10,0,0,0,0,0,0,0,0,0,8.8,0,0,0,11/20,0,0,0,0,0,0,0,63.0,0,0,0,1,0,0,0,176,0,0,0,13.0,32.3,21.0,4.0,11.0,6.0,8.0,5.0,0,0,0,0,0,13,59,21,4,14,6,8,5,0,0,0,0,0,1,3,1,1,2,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13,97,21,4,22,6,8,5,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,2,3,1,1,1,1,0,0,0,3,3,0,2,2,2,1,3,1,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,0.5,0.5,0,0,0,0,0,0,1,0,0,0,0.5,0,0,0,0,0,0,0,0,0,1,4,8,1,8,7,8,2,1,1,1,2,1,1,10,6,2,4,3,5,1,6,1,4,2,9,3,0,0,0,0,0,0,0.0,0.0,2.0,1.6,-4.8,0,0,0,0,0,0,0,0,1,1,3,5,4,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,-19,0,0,0,0,0,0,0,0,4.3,0,0,0,12/24,0,0,0,1,0,0,0,14.0,0,0,0,0,0,0,0,102,0,0,0,5.0,10.8,14.0,6.0,4.0,0,0,0,0,0,0,0,0,5,17,15,9,6,0,0,0,0,0,0,0,0,1,4,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,43,28,18,8,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,2,3,1,1,1,6,0,2,3,2,3,5,1,1,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,3,5,1,2,1,8,1,2,4,3,4,8,1,2,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,-1.0,2.0,12.5,6.0,6.9,3.0,0,0,0,0,0,0,0,1,9,2,2,12,11,0,0,0,0,0,0,0,0,14,21,9,18,14,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,-1,18,25,12,83,33,0,0,0,0,0,0,0,6.6,0,0,0,19/31,0,0,0,0,0,0,0,44.7,0,0,0,1,0,0,0,204,0,0,0,12.5,7.0,21.0,6.0,9.0,2.0,10.8,13.7,12.0,5.5,0,0,0,19,7,30,8,9,2,14,16,12,8,0,0,0,2,1,2,2,1,1,4,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,7,42,12,9,2,43,41,12,11,0,0,0
0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,6,3,0,1,3,3,0,0,1,0,0,2,0,1,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.5,0,0,0,0,0,0,1,0,0,0,0,0,0.5,1,0,0,1.5,0,0,0,0,0,0,4,1,8,6,8,12,8,1,2,11,3,1,3,1,0,1,4,1,4,3,3,3,11,3,2,1,7,0,0,0,0,0,0,-25.0,4.0,0.4,1.0,7.0,0.8,-0.3,3.7,2.6,-3.4,3.0,0,0,1,2,9,1,1,4,3,3,7,5,3,0,0,0,5,6,1,7,4,0,8,5,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-25,8,4,1,7,3,-1,11,18,-17,9,0,0,1.9,0,0,0,3/8,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,15,0,0,0,5.0,3.0,7.0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,7,0,0,0,0,0,0,0,0,0,0
